##Databases: KEGG PATHWAY, Gene Ontology
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
Mo-molybdopterin cofactor sulfurase activity	Gene Ontology	GO:0008265	3	6	0.0883620223297	0.968197316947	Barthea24390|Barthea24385|Barthea02258	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0008265
signal transduction	Gene Ontology	GO:0007165	89	540	0.0885981354202	0.968197316947	Barthea13771|Barthea29415|Barthea44619|Barthea34996|Barthea44613|Barthea35290|Barthea44614|Barthea20713|Barthea03855|Barthea32056|Barthea19632|Barthea31938|Barthea37886|Barthea31829|Barthea38164|Barthea39683|Barthea29313|Barthea02921|Barthea36154|Barthea41259|Barthea03136|Barthea01931|Barthea20879|Barthea10112|Barthea20088|Barthea24339|Barthea12142|Barthea19385|Barthea21366|Barthea36419|Barthea19548|Barthea09626|Barthea38029|Barthea39704|Barthea39700|Barthea46277|Barthea01356|Barthea06896|Barthea27056|Barthea39556|Barthea10502|Barthea10500|Barthea36280|Barthea09141|Barthea33931|Barthea08002|Barthea17776|Barthea17779|Barthea10184|Barthea36617|Barthea41263|Barthea09525|Barthea08739|Barthea22503|Barthea08622|Barthea42945|Barthea42827|Barthea20529|Barthea42828|Barthea42885|Barthea42886|Barthea08628|Barthea10320|Barthea10521|Barthea23377|Barthea12461|Barthea10240|Barthea10242|Barthea27095|Barthea19269|Barthea09963|Barthea42790|Barthea20149|Barthea38894|Barthea36990|Barthea28827|Barthea41416|Barthea10496|Barthea08611|Barthea14032|Barthea14031|Barthea07501|Barthea07500|Barthea07508|Barthea09692|Barthea07426|Barthea03672|Barthea42418|Barthea20837	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0007165
response to gamma radiation	Gene Ontology	GO:0010332	10	41	0.0897614116401	0.968197316947	Barthea21011|Barthea42318|Barthea20955|Barthea20961|Barthea06802|Barthea21018|Barthea12374|Barthea21025|Barthea30091|Barthea42745	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0010332
small ribosomal subunit	Gene Ontology	GO:0015935	10	41	0.0897614116401	0.968197316947	Barthea28541|Barthea16413|Barthea19326|Barthea14359|Barthea28548|Barthea00002|Barthea25348|Barthea14365|Barthea09391|Barthea30099	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0015935
inflorescence development	Gene Ontology	GO:0010229	10	41	0.0897614116401	0.968197316947	Barthea07762|Barthea35314|Barthea25056|Barthea31938|Barthea39147|Barthea29413|Barthea22576|Barthea46358|Barthea22572|Barthea03672	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0010229
filiform apparatus	Gene Ontology	GO:0043680	5	15	0.0899244911382	0.968197316947	Barthea23039|Barthea23038|Barthea23054|Barthea23053|Barthea29290	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0043680
plastid small ribosomal subunit	Gene Ontology	GO:0000312	5	15	0.0899244911382	0.968197316947	Barthea08634|Barthea00002|Barthea20970|Barthea19326|Barthea44769	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0000312
response to symbiotic fungus	Gene Ontology	GO:0009610	5	15	0.0899244911382	0.968197316947	Barthea39567|Barthea24098|Barthea17251|Barthea12033|Barthea20837	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009610
regulation of brassinosteroid mediated signaling pathway	Gene Ontology	GO:1900457	5	15	0.0899244911382	0.968197316947	Barthea46140|Barthea26287|Barthea38308|Barthea29293|Barthea43319	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:1900457
phyllome development	Gene Ontology	GO:0048827	5	15	0.0899244911382	0.968197316947	Barthea25301|Barthea07762|Barthea22576|Barthea22572|Barthea03155	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0048827
tRNA aminoacylation for protein translation	Gene Ontology	GO:0006418	5	15	0.0899244911382	0.968197316947	Barthea13652|Barthea28065|Barthea06518|Barthea17076|Barthea45300	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006418
cellular response to hypoxia	Gene Ontology	GO:0071456	74	442	0.0901135929559	0.968197316947	Barthea37773|Barthea08163|Barthea30170|Barthea03397|Barthea36602|Barthea13832|Barthea18770|Barthea10346|Barthea02332|Barthea07895|Barthea26287|Barthea35802|Barthea10012|Barthea15772|Barthea15358|Barthea20367|Barthea19834|Barthea09024|Barthea02151|Barthea28753|Barthea22990|Barthea38308|Barthea25291|Barthea35635|Barthea20753|Barthea13499|Barthea35918|Barthea17484|Barthea40504|Barthea38186|Barthea07094|Barthea46140|Barthea34055|Barthea31479|Barthea35490|Barthea16917|Barthea02059|Barthea15843|Barthea15216|Barthea20881|Barthea20596|Barthea43319|Barthea35168|Barthea21443|Barthea39704|Barthea01966|Barthea27579|Barthea29293|Barthea29292|Barthea21447|Barthea08640|Barthea06186|Barthea21858|Barthea01968|Barthea33669|Barthea32436|Barthea08988|Barthea16897|Barthea39683|Barthea11946|Barthea38498|Barthea07727|Barthea33471|Barthea19252|Barthea02069|Barthea40367|Barthea39700|Barthea27214|Barthea23767|Barthea11141|Barthea17607|Barthea40276|Barthea11003|Barthea35066	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0071456
clathrin-coated vesicle	Gene Ontology	GO:0030136	7	25	0.0901362504282	0.968197316947	Barthea10220|Barthea39480|Barthea25073|Barthea24983|Barthea31734|Barthea46070|Barthea35333	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0030136
sesquiterpene biosynthetic process	Gene Ontology	GO:0051762	7	25	0.0901362504282	0.968197316947	Barthea23732|Barthea27026|Barthea12294|Barthea27833|Barthea12296|Barthea20451|Barthea21052	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0051762
positive regulation of cell death	Gene Ontology	GO:0010942	7	25	0.0901362504282	0.968197316947	Barthea28989|Barthea17034|Barthea04783|Barthea18662|Barthea14664|Barthea39309|Barthea34888	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0010942
defense response to bacterium	Gene Ontology	GO:0042742	104	640	0.0902961481215	0.968197316947	Barthea07082|Barthea07895|Barthea21440|Barthea31401|Barthea02182|Barthea25698|Barthea35293|Barthea07923|Barthea35045|Barthea21270|Barthea33461|Barthea21268|Barthea21269|Barthea17103|Barthea44424|Barthea46140|Barthea01288|Barthea39077|Barthea44873|Barthea13803|Barthea12095|Barthea29250|Barthea29394|Barthea21271|Barthea11804|Barthea21273|Barthea21272|Barthea21275|Barthea00003|Barthea34677|Barthea35359|Barthea08361|Barthea09170|Barthea35490|Barthea04286|Barthea25084|Barthea43914|Barthea39309|Barthea20184|Barthea11746|Barthea34971|Barthea46266|Barthea32408|Barthea24524|Barthea41744|Barthea19710|Barthea33525|Barthea24428|Barthea39494|Barthea38225|Barthea10219|Barthea27574|Barthea31359|Barthea28163|Barthea05897|Barthea44812|Barthea34888|Barthea44544|Barthea12485|Barthea38251|Barthea30114|Barthea19499|Barthea35066|Barthea38233|Barthea38231|Barthea26287|Barthea29513|Barthea22825|Barthea31938|Barthea28379|Barthea04785|Barthea27673|Barthea07964|Barthea38308|Barthea02151|Barthea29293|Barthea38728|Barthea42945|Barthea31448|Barthea29590|Barthea08628|Barthea40853|Barthea36710|Barthea07107|Barthea21412|Barthea18662|Barthea17484|Barthea43319|Barthea36589|Barthea13973|Barthea44054|Barthea08611|Barthea39509|Barthea29135|Barthea13471|Barthea24101|Barthea38696|Barthea25044|Barthea17031|Barthea31881|Barthea38218|Barthea08508|Barthea38217|Barthea03672	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0042742
response to blue light	Gene Ontology	GO:0009637	23	117	0.0903609200687	0.968197316947	Barthea28853|Barthea25493|Barthea13981|Barthea12637|Barthea28770|Barthea27141|Barthea14528|Barthea46169|Barthea29537|Barthea45779|Barthea06364|Barthea37601|Barthea22508|Barthea46158|Barthea33583|Barthea22950|Barthea23630|Barthea29273|Barthea20674|Barthea42920|Barthea45807|Barthea45967|Barthea41506	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009637
response to red light	Gene Ontology	GO:0010114	21	105	0.0908384696673	0.968197316947	Barthea35198|Barthea37601|Barthea08611|Barthea08628|Barthea22508|Barthea01757|Barthea19431|Barthea25291|Barthea45807|Barthea00569|Barthea37516|Barthea28770|Barthea39690|Barthea46391|Barthea39710|Barthea39460|Barthea29098|Barthea16003|Barthea24505|Barthea19185|Barthea45779	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0010114
NAD(P)+ nucleosidase activity	Gene Ontology	GO:0050135	6	20	0.0913403931387	0.968197316947	Barthea36617|Barthea08628|Barthea08611|Barthea42945|Barthea20149|Barthea31829	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0050135
negative regulation of post-embryonic development	Gene Ontology	GO:0048581	6	20	0.0913403931387	0.968197316947	Barthea19429|Barthea39462|Barthea17771|Barthea22569|Barthea28933|Barthea22574	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0048581
NAD+ nucleotidase, cyclic ADP-ribose generating	Gene Ontology	GO:0061809	6	20	0.0913403931387	0.968197316947	Barthea36617|Barthea08628|Barthea08611|Barthea42945|Barthea20149|Barthea31829	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0061809
oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor	Gene Ontology	GO:0016628	6	20	0.0913403931387	0.968197316947	Barthea12041|Barthea12051|Barthea12043|Barthea12039|Barthea11726|Barthea11730	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016628
plastoglobule	Gene Ontology	GO:0010287	29	154	0.0914536798189	0.968197316947	Barthea16003|Barthea10250|Barthea09438|Barthea37126|Barthea29681|Barthea28737|Barthea12225|Barthea13678|Barthea32408|Barthea28984|Barthea21300|Barthea18622|Barthea21898|Barthea45072|Barthea17305|Barthea22508|Barthea17976|Barthea46357|Barthea12195|Barthea29684|Barthea10020|Barthea31195|Barthea08687|Barthea25286|Barthea19456|Barthea17479|Barthea22374|Barthea23241|Barthea46318	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0010287
hydrolase activity, hydrolyzing O-glycosyl compounds	Gene Ontology	GO:0004553	32	173	0.0931015303443	0.980994455934	Barthea22432|Barthea19591|Barthea30156|Barthea30157|Barthea36603|Barthea28718|Barthea35802|Barthea05282|Barthea34999|Barthea22710|Barthea11919|Barthea25557|Barthea17483|Barthea24124|Barthea21897|Barthea08696|Barthea30164|Barthea30163|Barthea30162|Barthea30160|Barthea42047|Barthea07509|Barthea11804|Barthea35423|Barthea31819|Barthea17031|Barthea25415|Barthea33512|Barthea32063|Barthea25378|Barthea17217|Barthea02103	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0004553
cellular amino acid metabolic process	Gene Ontology	GO:0006520	14	64	0.0932470892262	0.980994455934	Barthea26692|Barthea08796|Barthea42953|Barthea07212|Barthea08806|Barthea29718|Barthea44803|Barthea08787|Barthea08793|Barthea33422|Barthea20025|Barthea37423|Barthea13409|Barthea08799	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006520
NADP binding	Gene Ontology	GO:0050661	20	100	0.0970066163204	0.98893381094	Barthea35490|Barthea35174|Barthea07492|Barthea32967|Barthea02151|Barthea29188|Barthea29169|Barthea29168|Barthea19447|Barthea29166|Barthea07895|Barthea29170|Barthea36585|Barthea43737|Barthea22825|Barthea43876|Barthea14097|Barthea41617|Barthea17484|Barthea35066	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0050661
response to freezing	Gene Ontology	GO:0050826	12	53	0.0970751188986	0.98893381094	Barthea41289|Barthea41283|Barthea09327|Barthea31938|Barthea08163|Barthea22894|Barthea21063|Barthea08506|Barthea19703|Barthea19779|Barthea44866|Barthea03672	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0050826
brassinosteroid biosynthetic process	Gene Ontology	GO:0016132	13	59	0.0994205962317	0.98893381094	Barthea23056|Barthea42887|Barthea06440|Barthea27795|Barthea45063|Barthea37141|Barthea07827|Barthea01783|Barthea26521|Barthea07830|Barthea10025|Barthea07829|Barthea33972	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016132
transmembrane receptor protein serine/threonine kinase activity	Gene Ontology	GO:0004675	13	59	0.0994205962317	0.98893381094	Barthea11746|Barthea18662|Barthea12485|Barthea34726|Barthea27574|Barthea04985|Barthea09963|Barthea36229|Barthea24524|Barthea44424|Barthea39309|Barthea34888|Barthea21412	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0004675
negative regulation of leaf senescence	Gene Ontology	GO:1900056	10	42	0.0994882148796	0.98893381094	Barthea31362|Barthea27591|Barthea34979|Barthea26287|Barthea24509|Barthea46177|Barthea38308|Barthea29293|Barthea43319|Barthea46140	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:1900056
seed germination	Gene Ontology	GO:0009845	37	206	0.100122629383	0.98893381094	Barthea17829|Barthea36444|Barthea23040|Barthea46070|Barthea10220|Barthea25184|Barthea29537|Barthea13056|Barthea24983|Barthea11791|Barthea10403|Barthea36624|Barthea25073|Barthea16091|Barthea39480|Barthea37824|Barthea22302|Barthea35267|Barthea46141|Barthea45365|Barthea28788|Barthea33583|Barthea31734|Barthea42067|Barthea20373|Barthea04114|Barthea19684|Barthea46253|Barthea02034|Barthea20722|Barthea06811|Barthea33120|Barthea02006|Barthea45967|Barthea35272|Barthea45255|Barthea35333	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009845
photosynthesis, light reaction	Gene Ontology	GO:0019684	4	11	0.102887607928	0.98893381094	Barthea34971|Barthea07394|Barthea37126|Barthea31359	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0019684
cellular glucose homeostasis	Gene Ontology	GO:0001678	4	11	0.102887607928	0.98893381094	Barthea05386|Barthea22684|Barthea10555|Barthea36669	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0001678
branched-chain amino acid catabolic process	Gene Ontology	GO:0009083	4	11	0.102887607928	0.98893381094	Barthea05306|Barthea46301|Barthea29181|Barthea33303	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009083
acetyl-CoA biosynthetic process	Gene Ontology	GO:0006085	4	11	0.102887607928	0.98893381094	Barthea13639|Barthea41102|Barthea09614|Barthea26619	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006085
regulation of vesicle targeting, to, from or within Golgi	Gene Ontology	GO:0048209	4	11	0.102887607928	0.98893381094	Barthea33575|Barthea44930|Barthea32954|Barthea29526	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0048209
flavonoid metabolic process	Gene Ontology	GO:0009812	4	11	0.102887607928	0.98893381094	Barthea44983|Barthea10088|Barthea45011|Barthea45009	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009812
radial microtubular system formation	Gene Ontology	GO:0010245	4	11	0.102887607928	0.98893381094	Barthea21028|Barthea20992|Barthea30086|Barthea35070	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0010245
fructokinase activity	Gene Ontology	GO:0008865	4	11	0.102887607928	0.98893381094	Barthea05386|Barthea22684|Barthea10555|Barthea36669	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0008865
hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	Gene Ontology	GO:0016818	4	11	0.102887607928	0.98893381094	Barthea33875|Barthea33817|Barthea33869|Barthea33901	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016818
mannokinase activity	Gene Ontology	GO:0019158	4	11	0.102887607928	0.98893381094	Barthea05386|Barthea22684|Barthea10555|Barthea36669	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0019158
glucose binding	Gene Ontology	GO:0005536	4	11	0.102887607928	0.98893381094	Barthea05386|Barthea22684|Barthea10555|Barthea36669	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005536
regulation of carbohydrate biosynthetic process	Gene Ontology	GO:0043255	4	11	0.102887607928	0.98893381094	Barthea40639|Barthea22889|Barthea13848|Barthea41238	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0043255
pectin biosynthetic process	Gene Ontology	GO:0045489	11	48	0.103264717605	0.98893381094	Barthea07431|Barthea14131|Barthea09639|Barthea26959|Barthea37790|Barthea20346|Barthea23565|Barthea24502|Barthea39708|Barthea27759|Barthea23326	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0045489
RNA helicase activity	Gene Ontology	GO:0003724	27	144	0.103741901928	0.98893381094	Barthea44796|Barthea34020|Barthea36286|Barthea34081|Barthea21342|Barthea34974|Barthea07617|Barthea37803|Barthea29203|Barthea17041|Barthea21320|Barthea36561|Barthea34343|Barthea07329|Barthea44787|Barthea09668|Barthea39520|Barthea39522|Barthea46218|Barthea21440|Barthea13442|Barthea06768|Barthea46256|Barthea36291|Barthea19418|Barthea44592|Barthea10193	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0003724
integral component of mitochondrial inner membrane	Gene Ontology	GO:0031305	9	37	0.105200455595	0.98893381094	Barthea11440|Barthea22782|Barthea37893|Barthea22282|Barthea19361|Barthea19363|Barthea37133|Barthea19669|Barthea25570	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0031305
protein-lysine N-methyltransferase activity	Gene Ontology	GO:0016279	6	21	0.105807078188	0.98893381094	Barthea20701|Barthea43175|Barthea11830|Barthea27070|Barthea03689|Barthea31958	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016279
intercellular transport	Gene Ontology	GO:0010496	6	21	0.105807078188	0.98893381094	Barthea19429|Barthea39462|Barthea17771|Barthea22569|Barthea28933|Barthea22574	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0010496
methionine synthase activity	Gene Ontology	GO:0008705	6	21	0.105807078188	0.98893381094	Barthea12041|Barthea12051|Barthea12043|Barthea12039|Barthea11726|Barthea11730	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0008705
5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity	Gene Ontology	GO:0003871	6	21	0.105807078188	0.98893381094	Barthea12041|Barthea12051|Barthea12043|Barthea12039|Barthea11726|Barthea11730	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0003871
mRNA 5'-UTR binding	Gene Ontology	GO:0048027	6	21	0.105807078188	0.98893381094	Barthea42916|Barthea10434|Barthea19093|Barthea41192|Barthea44723|Barthea11331	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0048027
cellular aldehyde metabolic process	Gene Ontology	GO:0006081	5	16	0.106623541081	0.98893381094	Barthea25586|Barthea46323|Barthea06273|Barthea40961|Barthea29164	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006081
phenylalanine ammonia-lyase activity	Gene Ontology	GO:0045548	5	16	0.106623541081	0.98893381094	Barthea32680|Barthea39846|Barthea21108|Barthea21131|Barthea19509	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0045548
respiratory burst involved in defense response	Gene Ontology	GO:0002679	5	16	0.106623541081	0.98893381094	Barthea31656|Barthea36685|Barthea05469|Barthea15258|Barthea01027	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0002679
Golgi vesicle transport	Gene Ontology	GO:0048193	5	16	0.106623541081	0.98893381094	Barthea10429|Barthea02029|Barthea07731|Barthea44719|Barthea43702	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0048193
N-acyltransferase activity	Gene Ontology	GO:0016410	5	16	0.106623541081	0.98893381094	Barthea12377|Barthea07706|Barthea32920|Barthea24731|Barthea35303	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016410
ammonia-lyase activity	Gene Ontology	GO:0016841	5	16	0.106623541081	0.98893381094	Barthea32680|Barthea39846|Barthea21108|Barthea21131|Barthea19509	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016841
transmembrane transporter activity	Gene Ontology	GO:0022857	79	481	0.107918152716	0.98893381094	Barthea07338|Barthea45063|Barthea13718|Barthea04439|Barthea19596|Barthea09172|Barthea30595|Barthea17415|Barthea35958|Barthea22969|Barthea05316|Barthea35299|Barthea42869|Barthea42294|Barthea11971|Barthea32566|Barthea21485|Barthea13759|Barthea27795|Barthea24416|Barthea06943|Barthea29300|Barthea28886|Barthea28914|Barthea42931|Barthea42930|Barthea26971|Barthea30355|Barthea12192|Barthea46041|Barthea20027|Barthea27108|Barthea42815|Barthea31230|Barthea45079|Barthea27161|Barthea37829|Barthea09620|Barthea26644|Barthea10312|Barthea25887|Barthea42713|Barthea28863|Barthea21377|Barthea05541|Barthea35309|Barthea21468|Barthea18733|Barthea11980|Barthea38142|Barthea10025|Barthea21463|Barthea07744|Barthea29404|Barthea29245|Barthea27971|Barthea01253|Barthea29250|Barthea41768|Barthea07724|Barthea23126|Barthea38982|Barthea32024|Barthea25160|Barthea36399|Barthea38251|Barthea20817|Barthea24925|Barthea13906|Barthea13892|Barthea30696|Barthea02167|Barthea39546|Barthea09345|Barthea25434|Barthea19315|Barthea44089|Barthea32112|Barthea01469	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0022857
response to temperature stimulus	Gene Ontology	GO:0009266	13	60	0.108029039058	0.98893381094	Barthea37760|Barthea39654|Barthea14838|Barthea12032|Barthea09742|Barthea17250|Barthea40367|Barthea11645|Barthea19456|Barthea08640|Barthea27222|Barthea01995|Barthea34873	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009266
MAP kinase activity	Gene Ontology	GO:0004707	14	66	0.109405751392	0.98893381094	Barthea09692|Barthea46277|Barthea07426|Barthea10496|Barthea21366|Barthea31938|Barthea29415|Barthea06896|Barthea10500|Barthea25641|Barthea24339|Barthea08646|Barthea34996|Barthea03672	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0004707
regulation of stomatal closure	Gene Ontology	GO:0090333	20	102	0.110076661253	0.98893381094	Barthea09692|Barthea08676|Barthea25056|Barthea11759|Barthea21366|Barthea16701|Barthea31938|Barthea16844|Barthea26287|Barthea38308|Barthea29293|Barthea21989|Barthea43319|Barthea41171|Barthea24339|Barthea13471|Barthea46140|Barthea08077|Barthea26587|Barthea03672	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0090333
sterol metabolic process	Gene Ontology	GO:0016125	18	90	0.110864401902	0.98893381094	Barthea23056|Barthea42887|Barthea28737|Barthea06440|Barthea34415|Barthea27568|Barthea31195|Barthea34700|Barthea34699|Barthea37141|Barthea07827|Barthea01783|Barthea26521|Barthea07830|Barthea23132|Barthea23133|Barthea07829|Barthea33972	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016125
photosynthetic electron transport chain	Gene Ontology	GO:0009767	8	32	0.11094289304	0.98893381094	Barthea08605|Barthea22508|Barthea12298|Barthea20699|Barthea40180|Barthea42956|Barthea12455|Barthea25698	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009767
response to insect	Gene Ontology	GO:0009625	11	49	0.113124246302	0.98893381094	Barthea17034|Barthea24737|Barthea07964|Barthea36239|Barthea26287|Barthea38308|Barthea29293|Barthea43319|Barthea46140|Barthea36237|Barthea38696	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009625
L-alanine catabolic process	Gene Ontology	GO:0042853	3	7	0.115089030283	0.98893381094	Barthea37242|Barthea31750|Barthea36523	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0042853
alpha-ketoacid dehydrogenase activity	Gene Ontology	GO:0003826	3	7	0.115089030283	0.98893381094	Barthea05306|Barthea46301|Barthea29181	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0003826
mitochondrial alpha-ketoglutarate dehydrogenase complex	Gene Ontology	GO:0005947	3	7	0.115089030283	0.98893381094	Barthea05306|Barthea46301|Barthea29181	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005947
positive regulation of hydrogen peroxide metabolic process	Gene Ontology	GO:0010726	3	7	0.115089030283	0.98893381094	Barthea39309|Barthea18662|Barthea34888	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0010726
threonine catabolic process	Gene Ontology	GO:0006567	3	7	0.115089030283	0.98893381094	Barthea26692|Barthea29718|Barthea17167	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006567
cellular metabolic process	Gene Ontology	GO:0044237	3	7	0.115089030283	0.98893381094	Barthea42979|Barthea44749|Barthea29052	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0044237
1-deoxy-D-xylulose-5-phosphate synthase activity	Gene Ontology	GO:0008661	3	7	0.115089030283	0.98893381094	Barthea18840|Barthea36963|Barthea34882	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0008661
2,3-bisphosphoglycerate-independent phosphoglycerate mutase activity	Gene Ontology	GO:0046537	3	7	0.115089030283	0.98893381094	Barthea29273|Barthea46169|Barthea46158	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0046537
serine O-acetyltransferase activity	Gene Ontology	GO:0009001	3	7	0.115089030283	0.98893381094	Barthea10428|Barthea19096|Barthea44718	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009001
transferase activity, transferring aldehyde or ketonic groups	Gene Ontology	GO:0016744	3	7	0.115089030283	0.98893381094	Barthea18840|Barthea36963|Barthea34882	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016744
3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) activity	Gene Ontology	GO:0003863	3	7	0.115089030283	0.98893381094	Barthea05306|Barthea46301|Barthea29181	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0003863
1,2-diacylglycerol 3-beta-galactosyltransferase activity	Gene Ontology	GO:0046509	3	7	0.115089030283	0.98893381094	Barthea22521|Barthea35698|Barthea35257	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0046509
ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	Gene Ontology	GO:0043162	3	7	0.115089030283	0.98893381094	Barthea11937|Barthea42461|Barthea00614	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0043162
cellular response to boron-containing substance deprivation	Gene Ontology	GO:0080169	3	7	0.115089030283	0.98893381094	Barthea08982|Barthea13014|Barthea42024	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0080169
ribosomal small subunit assembly	Gene Ontology	GO:0000028	12	55	0.115469760132	0.98893381094	Barthea41787|Barthea17284|Barthea06033|Barthea15282|Barthea12385|Barthea10434|Barthea17569|Barthea42916|Barthea24337|Barthea16374|Barthea06063|Barthea44723	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0000028
cellular response to cytokinin stimulus	Gene Ontology	GO:0071368	7	27	0.116484410555	0.98893381094	Barthea13613|Barthea31849|Barthea41063|Barthea23086|Barthea45670|Barthea37246|Barthea46079	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0071368
plasmodesmata-mediated intercellular transport	Gene Ontology	GO:0010497	9	38	0.116668130314	0.98893381094	Barthea13837|Barthea17563|Barthea44654|Barthea44655|Barthea44653|Barthea44646|Barthea41257|Barthea15027|Barthea34889	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0010497
