#Rname	Rclass	Rfam	Rlen	FRG_NB_all	FRG_NB_Reconstructed_repeats	LEN_MASKED_NR	AVG_%DIV	MED_%DIV	AVG_%DEL	MED_%DEL	AVG_%INS	MED_%INS	AVG_LEN_MASKED	%_GENOME

TE_00000500	DNA	DTM	nd	34	34	3580	5.10061989686303	nd	2.26604469273744	nd	3.54172625698324	nd	7.77543602495037e-05	nd
TE_00000862_INT	LTR	unknown	nd	601	601	185255	7.71029232056518	nd	3.89375023616037	nd	2.99843626352772	nd	0.0040235709519614	nd
TE_00000723	MITE	DTM	nd	1	1	101	0.380769230769232	nd	0	nd	0	nd	2.19362859921784e-06	nd
TE_00000839	MITE	DTA	nd	39	39	5517	4.6461768519682	nd	4.77126518035144	nd	10.0813268080482	nd	0.000119824247345394	nd
TE_00000262	Unknown	Unknown	nd	41	41	3758	5.57345253203411	nd	3.32277807344337	nd	5.24043374135199	nd	8.16203591669372e-05	nd
TE_00000385	DNA	DTM	nd	80	80	9996	8.22832556099364	nd	4.06517607042829	nd	4.31094837935152	nd	0.000217104074037441	nd
TE_00000306	Unknown	Unknown	nd	101	101	16522	3.52410306072046	nd	3.13640418835493	nd	4.49093209054528	nd	0.000358842888279972	nd
TE_00000936	DNA	DTM	nd	28	28	4995	1.33946253946249	nd	1.82095895895885	nd	1.67688088088087	nd	0.000108486879733595	nd
TE_00000119	Unknown	Unknown	nd	11	11	1002	1.19479502533394	nd	3.79142714570851	nd	0.162704590818364	nd	2.17625332318443e-05	nd
TE_00000438	DNA	DTM	nd	33	33	2407	3.28662714518547	nd	6.13068550062317	nd	5.64017864561694	nd	5.22778617655183e-05	nd
TE_00000030	Unknown	Unknown	nd	110	110	15177	7.67368285006168	nd	0.9424187915926	nd	1.05198589971683	nd	0.000329630705448804	nd
TE_00000269	Unknown	Unknown	nd	58	58	10814	6.41892489792428	nd	3.85299334196455	nd	4.75349084520064	nd	0.000234870293781602	nd
TE_00000237	Unknown	Unknown	nd	61	61	10498	4.75647302782964	nd	2.61195370546773	nd	3.06797771004011	nd	0.000228007059748405	nd
TE_00000066	Unknown	Unknown	nd	115	115	10696	5.48850181232366	nd	0.984782161555743	nd	3.14737658937907	nd	0.000232307440566674	nd
TE_00000253	Unknown	Unknown	nd	63	63	14480	4.86436835954142	nd	7.02186878453021	nd	4.16156353591147	nd	0.000314492496204697	nd
TE_00000641_INT	LTR	Gypsy	nd	205	205	112283	5.28454492391356	nd	1.91450085943621	nd	1.4771102482119	nd	0.00243868514857403	nd
TE_00000107	LINE	unknown	nd	85	85	11465	5.13486631554206	nd	2.28093414740498	nd	2.87228870475372	nd	0.000249009424653788	nd
TE_00000958_LTR	LTR	Copia	nd	3	3	335	1.38582089552238	nd	0.298208955223881	nd	0.603044776119401	nd	7.27589683898988e-06	nd
TE_00001058_LTR	LTR	Gypsy	nd	12	12	3831	6.3179075557696	nd	6.64020882276161	nd	3.8177943095798	nd	8.32058531049857e-05	nd
TE_00000788	DNA	DTM	nd	354	354	42492	8.04883570844197	nd	6.37905558693408	nd	7.95051892120861	nd	0.000922887786514501	nd
TE_00000341	DNA	Helitron	nd	234	234	41570	4.34316148849938	nd	2.35937454895366	nd	2.67050998316067	nd	0.000902862780885998	nd
TE_00000738_INT	LTR	Gypsy	nd	37	37	17824	8.02818520404673	nd	1.85793929533204	nd	2.83033045332145	nd	0.000387121150024345	nd
TE_00000985_INT	LTR	Gypsy	nd	24	24	52501	8.39907466963838	nd	0.94087426906151	nd	0.425673225272059	nd	0.00114027420878749	nd
TE_00001041_INT	LTR	Gypsy	nd	22	22	26802	5.75268120059925	nd	0.662894187000832	nd	0.64484926498013	nd	0.000582115185309274	nd
TE_00000104	Unknown	Unknown	nd	105	105	25940	5.95932951782245	nd	5.78379414032409	nd	6.959276792598	nd	0.000563393325383276	nd
TE_00000238	Unknown	Unknown	nd	94	94	10982	3.30900459493161	nd	2.32697322892008	nd	2.09873884538332	nd	0.000238519101748617	nd
TE_00000335	DNA	Helitron	nd	61	61	29067	2.38980723580318	nd	1.97677847731124	nd	3.59074276671263	nd	0.000631308935578862	nd
TE_00000949_INT	LTR	Gypsy	nd	1035	1035	436906	7.35184841731155	nd	2.44163499700203	nd	2.00493344105923	nd	0.00948920293831555	nd
TE_00000380	DNA	Helitron	nd	47	47	16930	2.49830137670955	nd	2.41778263437714	nd	4.82503957471887	nd	0.000367704279057011	nd
TE_00000994	MITE	DTM	nd	5	5	389	5.24633181728302	nd	1.61886889460154	nd	15.1120051413883	nd	8.44872797124496e-06	nd
TE_00000175	Unknown	Unknown	nd	235	235	68258	3.17177276487236	nd	1.45216516745314	nd	2.74485642708703	nd	0.00148250198936051	nd
TE_00000241	Unknown	Unknown	nd	42	42	9017	5.84362358280458	nd	2.31420871686824	nd	3.01897415992021	nd	0.000195841079991557	nd
TE_00000440	DNA	DTM	nd	67	67	10974	2.6568269756484	nd	3.39921177328249	nd	5.75167942409315	nd	0.000238345348988283	nd
TE_00000993	MITE	DTM	nd	10	10	606	8.11612718964208	nd	6.74092409240921	nd	1.95087458745875	nd	1.31617715953071e-05	nd
TE_00000215	Unknown	Unknown	nd	4	4	218	4.90079393083982	nd	4.1297247706422	nd	3.28169724770641	nd	4.73476271910386e-06	nd
TE_00000905_INT	LTR	Gypsy	nd	9	9	6434	3.58595681595358	nd	0.272956170345042	nd	0.656209201119045	nd	0.000139740657498689	nd
TE_00000548_LTR	LTR	Gypsy	nd	1698	1698	375169	7.00439359943214	nd	3.18063448739207	nd	2.90264104976776	nd	0.00814833116772237	nd
TE_00000211	Unknown	Unknown	nd	101	101	15278	6.25811146243484	nd	6.25021665139403	nd	8.93524217829658	nd	0.000331824334048022	nd
TE_00000086	Unknown	Unknown	nd	30	30	5153	1.5554561196615	nd	1.90849408111784	nd	4.50211139142235	nd	0.000111918496750194	nd
TE_00000857_LTR	LTR	Gypsy	nd	2	2	634	0.728846153846151	nd	0	nd	0	nd	1.37699062564764e-05	nd
TE_00000462	DNA	DTC	nd	15	15	2867	2.74265514743368	nd	2.81652947331708	nd	1.66385769096614	nd	6.22686454847283e-05	nd
TE_00000621_LTR	LTR	Copia	nd	16	16	2385	1.37907273020486	nd	0.461815513626834	nd	0.213899371069184	nd	5.18000416745996e-05	nd
TE_00000932	DNA	DTC	nd	28	28	9736	3.0810252196446	nd	2.98090797041922	nd	6.11178820871046	nd	0.000211457109326583	nd
TE_00000313	DNA	DTM	nd	5	5	1877	0.0614564976845212	nd	0.21686201385189	nd	0.801177410761859	nd	4.07667413933851e-05	nd
TE_00000580_LTR	LTR	Copia	nd	77	77	22583	3.23346118080679	nd	0.68250852411098	nd	0.53697382987201	nd	0.000490482323328085	nd
TE_00000561	DNA	DTC	nd	142	142	33717	5.07815858697108	nd	1.70251356882299	nd	1.18794554675686	nd	0.00073230272752305	nd
TE_00000499	DNA	DTH	nd	24	24	4970	4.7459185884539	nd	3.20609657947684	nd	3.35601609657941	nd	0.000107943902357551	nd
TE_00000616	DNA	DTH	nd	37	37	7419	6.11368523645111	nd	1.4301684863189	nd	3.78867906725982	nd	0.000161133966114824	nd
TE_00000759_INT	LTR	Copia	nd	17	17	10581	2.39766453657873	nd	0.398391456384086	nd	0.550608638124934	nd	0.000229809744636871	nd
TE_00001045_INT	LTR	Gypsy	nd	12	12	9765	3.88648627358307	nd	0.89656221198153	nd	0.340380952380935	nd	0.000212086963082794	nd
TE_00000504	MITE	DTM	nd	5	5	1040	0	nd	0	nd	0	nd	2.25878588434313e-05	nd
TE_00000492	DNA	DTM	nd	268	268	19198	5.10513354756502	nd	0.436525158870717	nd	0.82953276382957	nd	0.000416963186611724	nd
TE_00000581	DNA	DTM	nd	399	399	104655	6.3718182452972	nd	2.80026687688153	nd	1.62287296354687	nd	0.00227301189159548	nd
TE_00000806	MITE	DTM	nd	89	89	10724	7.50852401514955	nd	5.41882226781022	nd	8.75075158522958	nd	0.000232915575227843	nd
TE_00000051	Unknown	Unknown	nd	103	103	20553	6.61016714759975	nd	2.32788157446584	nd	3.00714153651547	nd	0.00044639256039331	nd
TE_00000571	MITE	DTM	nd	32	32	2211	5.46933688202338	nd	1.40943012211669	nd	0.608245137946631	nd	4.80209191373332e-05	nd
TE_00000318	DNA	DTC	nd	33	33	6140	3.20455838135815	nd	3.15910260586332	nd	1.49029967426721	nd	0.000133355243556411	nd
TE_00000289	Unknown	Unknown	nd	13	13	2085	2.48389042612059	nd	3.44941966426867	nd	2.5982254196643	nd	4.52843131620713e-05	nd
TE_00000831_LTR	LTR	Gypsy	nd	16	16	4040	5.17925837776117	nd	2.73289603960399	nd	2.15263861386133	nd	8.77451439687137e-05	nd
TE_00000411	DNA	DTC	nd	14	14	4151	3.56432185015663	nd	3.90189833775004	nd	3.2693086003373	nd	9.01559635183492e-05	nd
TE_00000528	DNA	DTM	nd	137	137	16521	6.93926866971177	nd	7.44016766539494	nd	4.09283881120986	nd	0.000358821169184931	nd
TE_00000551	DNA	DTM	nd	331	331	111567	6.8277389371406	nd	2.84269685480519	nd	5.2775014117076	nd	0.00242313427652413	nd
TE_00001036	DNA	DTT	nd	2	2	1221	1.62341712341711	nd	0.735380835380841	nd	1.49594594594596	nd	2.651901504599e-05	nd
TE_00001076_LTR	LTR	Gypsy	nd	6	6	2174	3.94854044299772	nd	1.79628334866601	nd	0.894705611775529	nd	4.7217312620788e-05	nd
TE_00000482	DNA	Helitron	nd	21	21	6690	1.89539151431534	nd	2.93813452914803	nd	3.10175186846039	nd	0.00014530074582938	nd
TE_00000399	DNA	Helitron	nd	830	830	112046	6.66444643614921	nd	3.37362038805441	nd	3.85391062599322	nd	0.00243353772304913	nd
TE_00000664_INT	LTR	Gypsy	nd	10	10	11936	5.88078179779305	nd	0.575303284182309	nd	0.31487181635388	nd	0.000259239118418457	nd
TE_00000085	Unknown	Unknown	nd	107	107	8811	3.18762255222923	nd	0.0273567131994098	nd	0.0908114856429456	nd	0.000191366946412955	nd
TE_00000094	Unknown	Unknown	nd	127	127	15650	6.03400909314283	nd	0.765053035143785	nd	2.4333801916932	nd	0.000339903837403557	nd
TE_00000296	LTR	unknown	nd	62	62	19420	5.19647627346916	nd	1.94045520082397	nd	0.510975283213202	nd	0.000421784825710995	nd
TE_00000381	DNA	DTT	nd	16	16	4274	2.65835913034098	nd	3.55640149742624	nd	1.10774918109498	nd	9.28274122084858e-05	nd
TE_00000558_INT	LTR	Gypsy	nd	31	31	51090	7.99433352906459	nd	0.756691916226296	nd	0.425263260912274	nd	0.00110962856568356	nd
TE_00000819_INT	LTR	Gypsy	nd	22	22	22237	6.2681047872403	nd	0.884202455367077	nd	0.384404820794187	nd	0.000482967516443635	nd
TE_00000056	Unknown	Unknown	nd	133	133	25040	6.00563667363045	nd	1.96824680511187	nd	2.71236381789099	nd	0.000543846139845691	nd
TE_00000432	DNA	DTM	nd	43	43	3879	2.4696838994983	nd	1.14397782933746	nd	2.17635988656872	nd	8.42483696669902e-05	nd
TE_00000396	DNA	Helitron	nd	620	620	107888	8.24074471103864	nd	3.51417692421803	nd	3.81847925626592	nd	0.00234322972586549	nd
TE_00000120	Unknown	Unknown	nd	6	6	1112	8.64951231322635	nd	4.31809352517977	nd	8.45978417266201	nd	2.4151633686438e-05	nd
TE_00000550	MITE	DTM	nd	63	63	7274	8.06033977707755	nd	5.38076024195792	nd	2.16340940335442	nd	0.000157984697333768	nd
TE_00000209	Unknown	Unknown	nd	49	49	3974	6.50023615036211	nd	2.44139657775541	nd	4.23678409662819	nd	8.63116836959575e-05	nd
TE_00000368	DNA	DTM	nd	8	8	1549	1.69914088493818	nd	2.35549386701097	nd	1.21828276307295	nd	3.36428782196875e-05	nd
TE_00000988	DNA	DTC	nd	294	294	35599	5.98196103174929	nd	2.79309868254721	nd	4.87527037276307	nd	0.000773178064391644	nd
TE_00000467	DNA	DTM	nd	36	36	7520	3.59297412029455	nd	3.16399734042549	nd	4.99318882978702	nd	0.000163327594714041	nd
TE_00000727_INT	LTR	Copia	nd	23	23	16753	2.51777454325092	nd	0.373158240315138	nd	0.306258580552777	nd	0.000363859999234619	nd
TE_00000997_LTR	LTR	Gypsy	nd	202	202	74777	6.38226480581663	nd	3.20632146248216	nd	2.15557818580616	nd	0.00162408876993775	nd
TE_00000226	Unknown	Unknown	nd	62	62	22495	2.19994084155449	nd	2.1068384085358	nd	4.37695621249127	nd	0.00048857104296441	nd
TE_00000142	Unknown	Unknown	nd	104	104	3348	8.05524308427536	nd	1.23599163679808	nd	3.34100059737158	nd	7.27155301998152e-05	nd
TE_00000174	Unknown	Unknown	nd	206	206	45903	1.36273521589822	nd	1.83373766420491	nd	1.0176528767183	nd	0.000996971619701947	nd
TE_00000720_INT	LTR	unknown	nd	79	79	9085	4.03709157105953	nd	2.13243698403967	nd	1.13002861860226	nd	0.000197317978454397	nd
TE_00000088	Unknown	Unknown	nd	22	22	3329	1.22800332740256	nd	1.9532862721538	nd	0.413529588465002	nd	7.23028673940218e-05	nd
TE_00000972_INT	LTR	Gypsy	nd	33	33	52960	7.18354708923689	nd	1.15631098942556	nd	0.757909932024151	nd	0.00115024327341165	nd
TE_00000879	DNA	DTH	nd	11	11	2292	2.71616827762123	nd	1.96354275741706	nd	1.74732984293189	nd	4.97801658357158e-05	nd
TE_00000506	DNA	DTM	nd	14	14	2593	1.69399566881254	nd	2.04477439259545	nd	1.27345545699961	nd	5.63176134432858e-05	nd
TE_00001033_INT	LTR	Copia	nd	36	36	19249	4.34632708192591	nd	1.01228167697038	nd	0.957229466465781	nd	0.000418070860458854	nd
TE_00000233	Unknown	Unknown	nd	154	154	24643	1.13701097830868	nd	3.31554437365586	nd	2.43456113297877	nd	0.000535223659114112	nd
TE_00000729_LTR	LTR	Gypsy	nd	11	11	3019	1.45923127882382	nd	0.495197085127524	nd	0.396594898973158	nd	6.55699479310759e-05	nd
TE_00000461	DNA	DTM	nd	13	13	3066	2.76253826082592	nd	2.21755055446833	nd	4.78301043705177	nd	6.65907453980387e-05	nd
TE_00000143	Unknown	Unknown	nd	331	331	32278	5.34437018307334	nd	3.40041731210132	nd	6.91129407026499	nd	0.000701048949757956	nd
TE_00000911	DNA	DTM	nd	67	67	7665	6.49154247578926	nd	7.46578734507484	nd	3.24104631441624	nd	0.000166476863495097	nd
TE_00000569_LTR	LTR	Gypsy	nd	5	5	1773	4.74461581847378	nd	2.7637507050197	nd	1.46119007332204	nd	3.85079555090419e-05	nd
TE_00000769	DNA	DTM	nd	74	74	18317	8.05977675215479	nd	3.46574984986635	nd	3.34095703444883	nd	0.000397828663879933	nd
TE_00000546	MITE	DTA	nd	28	28	2999	4.87280119014031	nd	1.60088362787596	nd	8.58064688229394	nd	6.51355660302407e-05	nd
TE_00000991_INT	LTR	Gypsy	nd	176	176	120735	9.02280088942035	nd	2.47624441959577	nd	1.14150561146296	nd	0.00262225493986699	nd
TE_00001012_LTR	LTR	Gypsy	nd	62	62	9409	8.32034672204251	nd	2.67484854926135	nd	0.718006164310778	nd	0.000204354965247928	nd
TE_00000954_INT	LTR	Copia	nd	41	41	5973	4.59812682713246	nd	0.974985769295188	nd	0.0803783693286451	nd	0.000129728154684437	nd
TE_00000102	Unknown	Unknown	nd	25	25	2153	3.89234163421339	nd	2.58589874593589	nd	1.72335346028803	nd	4.67612116249111e-05	nd
TE_00000744	MITE	DTM	nd	2	2	168	6.46680402930401	nd	0.596904761904763	nd	10.2447023809524	nd	3.64880796701582e-06	nd
TE_00000348	DNA	Helitron	nd	130	130	23140	4.18485639252737	nd	2.65335350043204	nd	5.13589152981845	nd	0.000502579859266345	nd
TE_00000655_INT	LTR	Copia	nd	39	39	5382	3.29928107938127	nd	3.9973615756224	nd	1.40518766257896	nd	0.000116892169514757	nd
TE_00000555	DNA	DTM	nd	705	705	322370	7.64408187200396	nd	3.79038595402836	nd	4.63815534944654	nd	0.00700158466861244	nd
TE_00000185	Unknown	Unknown	nd	111	111	19867	2.01946734244263	nd	2.44189761916756	nd	3.79535964161725	nd	0.000431493261194662	nd
TE_00000960_INT	LTR	Gypsy	nd	23	23	36891	7.30719614748855	nd	1.14015965953792	nd	0.470203030549388	nd	0.000801239135185599	nd
TE_00000859_LTR	LTR	Gypsy	nd	7	7	2182	2.2554043573292	nd	1.74183776351969	nd	1.01332722273143	nd	4.73910653811221e-05	nd
TE_00000530	DNA	DTM	nd	486	486	203235	5.12017297141881	nd	0.906769946121509	nd	1.21420537801082	nd	0.00441408028081226	nd
TE_00000945	MITE	DTM	nd	7	7	756	1.86671754171754	nd	2.31767195767195	nd	0.706574074074074	nd	1.64196358515712e-05	nd
TE_00000455	DNA	DTC	nd	719	719	67883	7.24434269823992	nd	3.6601269831916	nd	2.70574974588649	nd	0.00147435732871985	nd
TE_00000792_INT	LTR	Gypsy	nd	348	348	179495	6.57986974139164	nd	2.16447527786387	nd	0.837887183486186	nd	0.00389846896452086	nd
TE_00000995	MITE	DTM	nd	1	1	166	0	nd	0	nd	0	nd	3.6053697769323e-06	nd
TE_00001078_INT	LTR	Gypsy	nd	8	8	18917	1.20121217789443	nd	0.653107786646905	nd	1.06328011841227	nd	0.00041086012090499	nd
TE_00000242	Unknown	Unknown	nd	24	24	6638	2.97668030222286	nd	1.35675354022294	nd	1.93453901777626	nd	0.000144171352887208	nd
TE_00000903_LTR	LTR	Gypsy	nd	322	322	132632	5.58224453896621	nd	2.69054300621393	nd	2.35244382954385	nd	0.00288064701357882	nd
TE_00000309	DNA	DTM	nd	161	161	18020	5.25835545974589	nd	7.51380910099814	nd	7.97734683684759	nd	0.00039137809265253	nd
TE_00000908_INT	LTR	Gypsy	nd	164	164	190599	2.99173885810044	nd	0.879349996589626	nd	0.576047828162993	nd	0.00413963779586457	nd
TE_00000373	DNA	DTM	nd	5	5	2020	1.58893945163747	nd	1.63330198019802	nd	8.47039603960371	nd	4.38725719843569e-05	nd
TE_00000755_INT	LTR	Gypsy	nd	127	127	114709	6.62078245486802	nd	1.11346808009845	nd	0.712628825985339	nd	0.00249137567314534	nd
TE_00000234	Unknown	Unknown	nd	20	20	4471	5.20712024499763	nd	2.77258778796682	nd	2.8652538581973	nd	9.71060739317126e-05	nd
TE_00000627	MITE	DTA	nd	33	33	4288	5.93187338547627	nd	5.9194193097016	nd	8.90081156716428	nd	9.31314795390704e-05	nd
TE_00000778	DNA	DTM	nd	28	28	2279	3.68813244675473	nd	4.53558578323836	nd	3.57297498903032	nd	4.94978176001729e-05	nd
TE_00000565_INT	LTR	Gypsy	nd	27	27	50071	6.53562226253977	nd	1.11558347147067	nd	0.605319646102799	nd	0.00108749680783601	nd
TE_00000542	MITE	DTM	nd	3	3	427	1.18303008466943	nd	0	nd	3.3311943793911	nd	9.27405358283187e-06	nd
TE_00000718	MITE	DTH	nd	8	8	1133	2.63320659922601	nd	0.436654898499563	nd	2.15825242718447	nd	2.4607734682315e-05	nd
TE_00000713_LTR	LTR	Gypsy	nd	8	8	2603	6.35598126422152	nd	2.74598924318093	nd	0.697249327698803	nd	5.65348043937034e-05	nd
TE_00000410	DNA	DTH	nd	29	29	5693	2.84341499006873	nd	2.05474793606183	nd	1.9760425083436	nd	0.000123646808072744	nd
TE_00000435	DNA	DTM	nd	14	14	2788	2.45221278004631	nd	0.860584648493543	nd	3.72260401721669	nd	6.05528369764292e-05	nd
TE_00000838	MITE	DTM	nd	11	11	817	6.71179738254406	nd	2.86517747858018	nd	6.0852753977968	nd	1.77445006491186e-05	nd
TE_00000224	Unknown	Unknown	nd	115	115	20450	7.42993699454716	nd	5.10337310513423	nd	3.29839804400978	nd	0.000444155493604009	nd
TE_00001068	MITE	DTM	nd	2	2	921	1.46312536540549	nd	1.08617806731812	nd	1.4215418023887	nd	2.00032865334617e-05	nd
TE_00000480	DNA	Helitron	nd	56	56	13489	1.34630496643988	nd	0.711406331084579	nd	4.54545852175869	nd	0.000292968873018312	nd
TE_00000716_LTR	LTR	Copia	nd	34	34	16814	4.21885150652774	nd	1.64927619840619	nd	0.790218865231257	nd	0.000365184864032167	nd
TE_00000288	Unknown	Unknown	nd	67	67	11883	4.19165906045491	nd	1.76352183791976	nd	3.80339139947818	nd	0.000258088006381244	nd
TE_00000588_LTR	LTR	Gypsy	nd	10	10	2294	5.78690731674608	nd	3.20882301656494	nd	1.82700523103747	nd	4.98236040257993e-05	nd
TE_00000131	Unknown	Unknown	nd	132	132	20629	6.68157187230798	nd	1.94852101410634	nd	8.15358185079322	nd	0.000448043211616484	nd
TE_00000334	DNA	DTM	nd	14	14	2955	0.982223089938809	nd	0.673285956006782	nd	2.17066666666666	nd	6.41799258484032e-05	nd
TE_00000868_INT	LTR	Gypsy	nd	34	34	25959	6.13638311301541	nd	1.17281020070121	nd	0.542554412727768	nd	0.000563805988189069	nd
TE_00000674_LTR	LTR	Gypsy	nd	351	351	232916	5.08480753047911	nd	3.23169228391322	nd	1.81840843909468	nd	0.00505872474074676	nd
TE_00000805_INT	LTR	Copia	nd	18	18	1781	2.5809700686736	nd	0.995401459854006	nd	1.90747332959009	nd	3.8681708269376e-05	nd
TE_00000693	DNA	DTM	nd	11	11	2466	1.38473236009733	nd	3.03521897810214	nd	2.99333738848335	nd	5.35592883729822e-05	nd
TE_00000152	Unknown	Unknown	nd	170	170	21855	5.61543107544479	nd	6.01275085792727	nd	4.38502402196294	nd	0.000474670822137683	nd
TE_00000719	MITE	DTM	nd	4	4	855	1.43116509221771	nd	4.44259649122805	nd	1.31508771929825	nd	1.85698262607055e-05	nd
